"HouseStyle","No_of_Bedrooms","No_of_Bath","Garage_Type","Total_Sqft","Lot_Location","YearBuilt","Year_Remodeled","FirstExterior","SecondExterior","MasonryVeneer_Type","Neighborhood","Overall_Quality","Overall_Condition","Sale_Condition","Actual Price","Predicted Sale Price","MLR Complete"
"2Story",3,2.5,"Attchd",1721,"Inside",1994,1994,"HdBoard","HdBoard","BrkFace","SawyerW",6,5,"Normal",201000,191251.18779668433,198457.39344818937
"1.5Fin",4,3,"0",2200,"Inside",1900,2003,"MetalSd","MetalSd","None","Edwards",5,7,"Normal",145900,193294.97305720352,162550.78508015
"1Story",3,2,"Attchd",1316,"Inside",2005,2006,"VinylSd","VinylSd","None","Gilbert",6,5,"Partial",169990,175479.2863702894,184774.82390101883
"1Story",2,2,"Attchd",1617,"Inside",1993,1994,"Plywood","Plywood","None","SawyerW",6,5,"Normal",193000,187593.0362315398,215089.07477778383
"1Story",3,2,"Attchd",1686,"Inside",1980,1980,"Plywood","Plywood","BrkFace","NWAmes",6,6,"Normal",207500,184605.43592672687,200583.50877889316
"1Story",3,2,"Attchd",1126,"Corner",1977,1977,"VinylSd","VinylSd","None","NWAmes",5,6,"Abnorml",175000,120111.19416732647,121332.13381038886
"2Story",4,2.5,"BuiltIn",2374,"Inside",2003,2004,"VinylSd","VinylSd","BrkFace","NridgHt",8,5,"Normal",285000,293954.454844036,286830.95715017687
"2Story",4,2.5,"Attchd",1978,"Inside",1968,1968,"MetalSd","MetalSd","BrkFace","NWAmes",7,5,"Normal",176000,222500.35626819404,207855.1123393788
"1Story",3,2,"Attchd",1788,"Inside",2001,2001,"VinylSd","VinylSd","None","CollgCr",8,5,"Normal",236500,259513.90117514646,257506.9804546812
"2Story",4,2.5,"BuiltIn",2236,"Corner",1997,1997,"HdBoard","HdBoard","BrkFace","Gilbert",7,5,"Normal",222000,253015.07911982166,249674.08927532425
"1Story",3,2,"Attchd",1466,"Inside",2007,2007,"VinylSd","VinylSd","None","Timber",8,5,"Normal",201000,243051.35735965203,245739.23301312374
"1Story",2,1,"Detchd",925,"Inside",1965,1965,"VinylSd","VinylSd","None","NAmes",5,6,"Normal",117500,107070.35138136908,121583.53022216866
"1Story",3,2,"Attchd",1905,"Corner",2006,2006,"VinylSd","ImStucc","Stone","Somerst",9,5,"Normal",320000,298154.2365566642,306916.1516109116
"1Story",3,2,"Attchd",1500,"FR2",2004,2004,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",190000,214597.74135892405,212882.3855305165
"1Story",4,2,"Attchd",2069,"Inside",1960,2007,"Wd Sdng","Wd Sdng","None","NAmes",7,7,"Normal",242000,250658.8209727776,239248.72914965055
"1Story",1,1,"Detchd",747,"Inside",1926,1953,"MetalSd","MetalSd","BrkFace","BrkSide",4,5,"Normal",79900,61141.80547715322,53514.82076612697
"1Story",2,2,"Attchd",1200,"Inside",2003,2003,"VinylSd","VinylSd","0","SawyerW",7,5,"Normal",184900,195882.96671428342,196684.3799846077
"2Story",3,2.5,"Attchd",1971,"Inside",2005,2005,"VinylSd","VinylSd","None","Somerst",7,5,"Normal",253000,241035.85599603422,251226.64134473912
"2Story",3,2.5,"Attchd",1962,"Inside",2006,2006,"VinylSd","VinylSd","None","CollgCr",7,5,"Partial",239799,241002.22431166848,245096.00153756165
"2Story",4,2,"Attchd",2403,"Inside",1940,1950,"MetalSd","MetalSd","None","ClearCr",7,7,"Normal",244400,241715.09969071147,237901.63920285064
"1Story",4,2,"Attchd",1728,"Inside",1976,1976,"Plywood","Plywood","None","Mitchel",6,5,"Normal",150900,185104.0093890249,187537.85518042604
"2Story",3,2.5,"BuiltIn",2060,"FR2",1999,1999,"VinylSd","VinylSd","BrkFace","Gilbert",7,5,"Normal",214000,243361.2519970999,242540.11693238723
"1Story",4,2,"0",1440,"Inside",1977,1977,"MetalSd","MetalSd","None","Edwards",4,3,"Abnorml",150000,110183.74053422928,95553.78583650314
"1Story",4,2,"Attchd",1632,"Inside",1967,1967,"HdBoard","Plywood","None","Mitchel",5,4,"Normal",143000,145688.08393288235,147634.2804490195
"SLvl",3,1,"Basment",1344,"CulDSac",1958,1958,"HdBoard","HdBoard","BrkFace","Timber",6,6,"Abnorml",137500,157885.11107827644,144112.5456514326
"1.5Fin",2,1,"Detchd",1869,"Corner",1890,1996,"VinylSd","VinylSd","None","OldTown",5,6,"Normal",124900,180232.6265782474,163855.29386051022
"SLvl",3,1,"Attchd",1144,"Inside",1959,1959,"HdBoard","HdBoard","BrkFace","NAmes",5,6,"Normal",143000,117283.42642052805,113797.76705483813
"1Story",3,2,"Attchd",1629,"Inside",2002,2003,"VinylSd","VinylSd","BrkFace","Timber",8,5,"Normal",270000,250891.53977279074,252428.89941844693
"2Story",3,2.5,"Attchd",1776,"Inside",2002,2002,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",192500,227667.02223023365,219189.9363381823
"1Story",3,1.5,"Attchd",1381,"Inside",1972,2006,"Plywood","Plywood","None","NWAmes",6,7,"Normal",197500,182075.11755466613,185421.42191362358
"1Story",3,1,"Detchd",864,"Inside",1950,2002,"VinylSd","VinylSd","None","NAmes",5,8,"Normal",129000,122329.43058569363,110765.18004270387
"1Story",3,1,"Detchd",965,"Corner",1965,1965,"VinylSd","VinylSd","None","SawyerW",5,5,"Abnorml",119900,109497.32954693625,103181.72358603124
"SFoyer",2,1,"Detchd",768,"Inside",1972,2003,"WdShing","HdBoard","None","CollgCr",5,8,"Normal",133900,117017.12139121929,108667.48123496445
"2Story",4,2.5,"Attchd",1968,"Inside",1969,1969,"HdBoard","HdBoard","BrkFace","Mitchel",5,4,"Normal",172000,164447.5856640902,159268.6372960382
"SFoyer",4,2,"0",980,"CulDSac",1975,1975,"WdShing","Plywood","BrkFace","Edwards",6,5,"AdjLand",127500,139207.079290032,96728.77974343835
"2Story",4,2,"Attchd",1958,"Inside",1946,1950,"MetalSd","MetalSd","BrkFace","Crawfor",6,6,"Normal",145000,185735.73536597728,175549.04983588518
"2Story",2,1.5,"Attchd",1229,"Inside",1980,1980,"MetalSd","MetalSd","None","Blueste",6,6,"Normal",124000,159529.20205045206,163325.37358751032
"1Story",3,1,"Detchd",1057,"Inside",1962,1962,"MetalSd","MetalSd","None","Sawyer",5,5,"Normal",132000,113542.0641190801,120455.21076985961
"1Story",3,2,"Attchd",1337,"Inside",2003,2003,"VinylSd","VinylSd","None","CollgCr",7,5,"Normal",185000,204195.36693135096,200113.9388434498
"2Story",3,2.5,"Detchd",1416,"FR2",1999,1999,"MetalSd","MetalSd","None","Somerst",7,5,"Normal",155000,204286.90353146853,198228.8382369161
"1Story",2,1,"0",858,"Inside",1958,2008,"Wd Sdng","Plywood","None","BrkSide",5,7,"Normal",116500,125040.0142781798,118686.16600692365
"2Story",4,2.5,"Attchd",2872,"Corner",1977,1995,"HdBoard","HdBoard","BrkFace","NWAmes",6,7,"Normal",272000,261599.9229137664,286456.70168641
"2Story",3,2.5,"Detchd",1548,"Corner",1976,1976,"Plywood","Brk Cmn","None","NPkVill",6,6,"Normal",155000,171530.61597864257,172190.60784129915
"1Story",2,2,"Attchd",1800,"Corner",2007,2007,"VinylSd","VinylSd","None","CollgCr",9,5,"Normal",239000,292295.8572749373,296265.3734273787
"2Story",4,2.5,"BuiltIn",1894,"Corner",2002,2003,"VinylSd","VinylSd","BrkFace","Timber",7,5,"Normal",214900,235339.0462215437,232293.09432636434
"2Story",3,2.5,"Attchd",1484,"Inside",2005,2007,"VinylSd","VinylSd","None","Gilbert",6,5,"Partial",178900,183533.0414032283,185122.25364284846
"1.5Fin",2,1.5,"Detchd",1308,"Inside",1940,1950,"MetalSd","MetalSd","None","Crawfor",5,7,"Normal",160000,119970.09960804146,139408.5345065603
"1Story",3,1,"Attchd",1098,"Inside",1955,1955,"Wd Sdng","Wd Sdng","BrkFace","NAmes",5,7,"Normal",135000,112442.64791857831,125530.6825370316
"1.5Fin",2,1,"0",968,"Inside",1910,1950,"VinylSd","VinylSd","None","OldTown",3,6,"Abnorml",37900,44034.312400451745,45009.44303721981
"SLvl",2,1,"Attchd",1095,"Inside",1958,1958,"HdBoard","HdBoard","BrkFace","NAmes",6,5,"Normal",140000,142777.17199762084,132964.30013397755
"1.5Fin",4,1.5,"0",1192,"Inside",1949,1950,"AsbShng","AsbShng","None","NAmes",4,4,"Abnorml",135000,83952.63069509724,75781.09091327386
"2Story",2,2,"BuiltIn",1626,"Inside",2003,2004,"VinylSd","Wd Shng","Stone","NridgHt",7,5,"Normal",173000,222242.72258046063,234061.12424750696
"1Story",2,2,"Attchd",918,"Inside",1979,1979,"Plywood","Plywood","None","SawyerW",6,5,"Normal",99500,137495.0167449504,145249.74190390576
"1Story",3,2,"Attchd",1428,"Corner",2007,2008,"CemntBd","CmentBd","0","Somerst",7,5,"Partial",182000,212278.93427245066,219002.89115491742
"2Story",3,1,"Detchd",2019,"Corner",1910,1993,"HdBoard","HdBoard","None","BrkSide",7,8,"Normal",167500,245754.94395606255,212367.18391068862
"2Story",3,2.5,"Detchd",1382,"FR2",2000,2000,"MetalSd","MetalSd","None","Somerst",7,5,"Normal",165000,202736.41049362332,196096.06090755388
"1Story",2,1,"0",869,"Inside",1923,1958,"Wd Sdng","Wd Sdng","None","BrkSide",4,7,"Normal",85500,71106.28089656746,72759.49312884035
"1Story",1,1.5,"Attchd",1241,"Inside",2006,2007,"VinylSd","VinylSd","0","Somerst",7,5,"Partial",199900,203072.36461086734,221409.61527614435
"1Story",3,1,"Detchd",894,"Inside",1954,1954,"MetalSd","MetalSd","None","Edwards",4,5,"Abnorml",110000,70573.38863849944,57859.0595375509
"1Story",3,1,"Detchd",1121,"Corner",1963,1963,"VinylSd","VinylSd","None","Sawyer",5,6,"Normal",139000,117937.66758687445,134953.77160956548
"SFoyer",3,1,"Attchd",999,"Corner",1961,2007,"CemntBd","CmentBd","Stone","NAmes",7,9,"Normal",178400,191041.13837451607,178065.04280098784
"2Story",4,2.5,"Attchd",2612,"Corner",1998,1999,"VinylSd","VinylSd","BrkFace","NoRidge",8,5,"Normal",336000,305832.78291472624,307879.62686053454
"1Story",2,2,"Attchd",1266,"Inside",2007,2007,"VinylSd","VinylSd","BrkFace","Blmngtn",7,5,"Normal",159895,201937.23429901677,199903.28572623734
"2Story",4,2.5,"Attchd",2290,"Corner",2002,2002,"CemntBd","CmentBd","None","CollgCr",8,5,"Normal",255900,287832.9238905712,282485.48192501254
"1.5Fin",4,2,"Attchd",1734,"Inside",1977,1977,"Plywood","Plywood","None","Mitchel",5,5,"Normal",126000,157001.26228394738,173907.9359909757
"1Story",3,1,"Detchd",1164,"Inside",1950,1950,"MetalSd","MetalSd","None","Edwards",5,5,"Normal",125000,113884.96987732974,113167.55748296669
"1.5Fin",2,1,"Attchd",1635,"Corner",1910,2003,"VinylSd","VinylSd","None","OldTown",6,8,"Normal",117000,198601.10536268706,194585.21973356465
"1Story",3,2.5,"Attchd",1940,"Inside",2009,2010,"VinylSd","VinylSd","Stone","NridgHt",9,5,"Partial",395192,299675.60439775296,305667.2304835671
"2Story",4,2.5,"Attchd",2030,"Inside",1976,1976,"Plywood","Plywood","BrkFace","NWAmes",6,6,"Normal",195000,200775.7028737269,203478.7186214181
"2Story",3,2.5,"Attchd",1576,"Inside",2006,2006,"VinylSd","VinylSd","None","Somerst",7,5,"Partial",197000,217581.88501394534,222172.88745334954
"2Story",3,2.5,"Attchd",2392,"Inside",1997,1998,"VinylSd","VinylSd","BrkFace","NoRidge",8,5,"Normal",348000,291971.96460122,294514.5764006148
"2Story",4,1.5,"Attchd",1742,"Corner",1882,1986,"Wd Sdng","Wd Sdng","None","OldTown",8,9,"Normal",168000,251688.29190677113,191884.05087205907
"2Story",3,2.5,"Attchd",1851,"Inside",1964,1993,"Wd Sdng","Wd Sdng","BrkFace","NAmes",6,8,"Normal",187000,198626.42843189076,199835.22404618654
"2Story",3,2.5,"Attchd",1500,"Inside",2005,2006,"VinylSd","VinylSd","None","CollgCr",6,5,"Partial",173900,183991.39426656827,184579.4700725407
"1Story",3,2,"Attchd",1718,"FR2",2006,2007,"CemntBd","CmentBd","Stone","NridgHt",10,5,"Normal",337500,316299.7842683241,310163.92711093975
"1.5Fin",3,1.5,"Detchd",1230,"Inside",1946,1950,"MetalSd","MetalSd","None","BrkSide",4,7,"Abnorml",121600,86258.25995238606,90365.71140751266
"1Story",3,1,"Attchd",1050,"Inside",1961,1961,"Wd Sdng","Wd Sdng","None","NAmes",5,6,"Normal",136500,112604.90453721897,123510.86536587006
"1Story",2,2,"Attchd",1442,"Inside",1970,1970,"HdBoard","HdBoard","BrkFace","NWAmes",6,6,"Normal",185000,164676.48508789839,182278.28021305217
"1Story",3,1,"Detchd",1077,"Inside",1922,1950,"Wd Sdng","Wd Sdng","None","IDOTRR",3,4,"Normal",91000,50647.827901622266,39387.46371598216
"1Story",2,2,"Attchd",1208,"Inside",2006,2006,"VinylSd","VinylSd","Stone","CollgCr",7,5,"Normal",206000,197905.6775560575,204181.94530736352
"1Story",2,1,"Detchd",944,"Corner",1952,1952,"BrkComm","Brk Cmn","None","Edwards",3,3,"Normal",82000,43603.0023068852,57144.36333630723
"1Story",2,1,"Detchd",691,"Corner",1920,1950,"Wd Sdng","Wd Sdng","None","OldTown",5,6,"Abnorml",86000,85185.953069498,61089.02160408022
"1Story",3,2,"Attchd",1574,"Inside",2006,2006,"VinylSd","VinylSd","BrkFace","Somerst",8,5,"Normal",232000,249091.7600037965,249479.948411881
"1Story",4,2,"Detchd",1680,"Corner",1976,1976,"VinylSd","VinylSd","BrkFace","NWAmes",5,6,"Normal",136905,153212.40335754483,165653.5328013131
"1Story",1,2,"Attchd",1504,"Inside",2005,2006,"VinylSd","VinylSd","BrkFace","Blmngtn",7,5,"Normal",181000,215865.3159812545,227959.7843832639
"SLvl",3,2,"Attchd",985,"Inside",1977,1977,"HdBoard","HdBoard","BrkFace","CollgCr",5,8,"Normal",149900,111556.0961337022,110679.35550690512
"1Story",3,2,"Attchd",1657,"Inside",1970,1970,"Plywood","Plywood","None","NAmes",6,3,"Normal",163500,177721.4927278219,175157.62771526864
"2Story",3,1.5,"Attchd",1092,"Inside",1970,1970,"CemntBd","CmentBd","None","MeadowV",4,4,"Normal",88000,88133.95333891686,88136.03545803926
"1Story",3,2,"Attchd",1710,"CulDSac",2004,2005,"VinylSd","VinylSd","Stone","Mitchel",7,5,"Normal",240000,227851.81513103854,242129.2404628601
"1.5Fin",4,2,"0",1522,"Inside",1926,1950,"Wd Sdng","Wd Sdng","None","SWISU",5,5,"Normal",102000,130302.44112849572,124275.10912730056
"1.5Fin",4,2,"Attchd",1271,"Inside",1948,1950,"Wd Sdng","Wd Sdng","None","Sawyer",5,5,"Normal",135000,115073.15313956175,116826.00785879605
"1Story",4,2,"0",1664,"Inside",1965,1965,"AsphShn","AsphShn","None","Edwards",5,5,"Normal",100000,146604.78965956232,154643.0566096371
"2Story",3,1.5,"Detchd",1502,"Inside",1923,1996,"Wd Sdng","Wd Sdng","None","Crawfor",6,7,"Normal",165000,184292.34247663803,142722.89895022032
"1Story",2,1,"Detchd",1022,"Inside",1910,2006,"MetalSd","Stucco","None","OldTown",5,4,"Normal",85000,133965.74795123143,87418.74540972314
"1Story",2,1,"Detchd",1082,"Inside",1948,1950,"MetalSd","MetalSd","BrkFace","NAmes",6,5,"Normal",119200,137888.8968707165,134423.10515239462
"2Story",3,2.5,"Attchd",1665,"Inside",2001,2001,"VinylSd","VinylSd","None","NWAmes",8,6,"Normal",227000,249398.95165069733,244527.99415330263
"1Story",3,2,"Attchd",1504,"Inside",1996,1996,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",203000,210740.93195238576,205581.70643349807
"1Story",1,1,"Attchd",1360,"CulDSac",1984,1984,"HdBoard","HdBoard","None","StoneBr",8,5,"Abnorml",187500,230137.76528516103,237223.90266987216
"SLvl",3,2.5,"Attchd",1472,"FR2",1991,1992,"HdBoard","HdBoard","BrkFace","Gilbert",7,5,"Normal",160000,204097.60414305443,184321.26461880445
"1Story",2,2,"Attchd",1506,"Inside",2005,2005,"VinylSd","VinylSd","BrkFace","Blmngtn",7,5,"Normal",213490,215474.226486646,218754.1248727059
"1Story",2,1.5,"Attchd",1132,"Inside",2005,2005,"VinylSd","VinylSd","None","Edwards",4,5,"Normal",176000,108496.27560552474,138140.62554864166
"1Story",2,2,"Attchd",1220,"Inside",2006,2006,"VinylSd","VinylSd","Stone","CollgCr",7,5,"Partial",194000,198633.77100572764,208890.68452399038
"1.5Fin",2,1,"Detchd",1248,"Inside",1930,1950,"Wd Sdng","Wd Sdng","None","OldTown",5,5,"Normal",87000,118981.62402502079,126580.21041035536
"1Story",2,2,"Attchd",1504,"Inside",2005,2006,"VinylSd","VinylSd","BrkFace","Blmngtn",7,5,"Normal",191000,215865.3159812545,218644.8994153617
"1Story",2,2,"Attchd",2898,"Corner",1976,1976,"Stone","HdBoard","None","Timber",8,6,"Abnorml",287000,314051.5851974634,346970.3681222084
"1Story",3,1,"Detchd",882,"Corner",1972,1972,"VinylSd","VinylSd","None","CollgCr",5,5,"Normal",112500,108048.41867359252,106964.72613691655
"1Story",3,1,"Attchd",1264,"Inside",1960,1960,"MetalSd","HdBoard","BrkFace","NAmes",5,5,"Normal",167500,125076.79932011644,132211.20389602473
"1Story",3,2,"Attchd",1646,"Inside",2007,2008,"VinylSd","VinylSd","Stone","Timber",8,5,"Partial",293077,254485.19750759116,268195.43888490926
"1.5Fin",3,1,"Attchd",1376,"Inside",1941,1950,"WdShing","Wd Shng","None","NAmes",5,5,"Normal",105000,126747.95415483572,136287.95938961022
"2Story",3,1.5,"Detchd",1218,"Inside",1972,1972,"HdBoard","HdBoard","BrkFace","BrDale",6,7,"Normal",118000,154762.2758318261,146766.95375502226
"2Story",5,2,"0",1928,"Inside",1916,1995,"VinylSd","VinylSd","None","SWISU",5,8,"Normal",160000,177995.99763891194,148752.57467504335
"2.5Fin",5,2.5,"Basment",3082,"Corner",1920,1970,"Wd Sdng","Plywood","None","SWISU",7,3,"Normal",197000,290509.83044362155,259247.13039858546
"2Story",5,2.5,"Attchd",2520,"Corner",1993,1993,"MetalSd","MetalSd","None","NoRidge",8,7,"Abnorml",310000,297176.1027166005,288258.37102754624
"1Story",3,2,"Attchd",1654,"Inside",2002,2002,"VinylSd","VinylSd","Stone","CollgCr",7,5,"Normal",230000,222916.73049058387,229685.60100110038
"1Story",2,1,"Basment",954,"Inside",1938,1950,"MetalSd","MetalSd","None","Crawfor",5,7,"Normal",119750,101143.33450810211,110503.62073748489
"1Story",3,1,"Detchd",845,"CulDSac",1957,1957,"Wd Sdng","Wd Sdng","None","Edwards",4,3,"Normal",84000,69137.6555943403,60272.99570294493
"1Story",2,2,"Attchd",1620,"Inside",2007,2008,"VinylSd","VinylSd","Stone","Timber",9,5,"Normal",315500,281886.893932772,292264.1998350038
"2Story",3,2.5,"BuiltIn",2263,"Inside",2001,2002,"VinylSd","VinylSd","BrkFace","CollgCr",8,5,"Normal",287000,286194.7136288134,278488.8528594598
"2Story",3,1.5,"0",1344,"Inside",1970,2008,"CemntBd","CmentBd","None","MeadowV",4,6,"Normal",97000,122896.57509169135,125542.19861021382
"SFoyer",1,1,"Attchd",630,"Inside",1970,1970,"CemntBd","CmentBd","None","MeadowV",4,4,"Normal",80000,62754.34719194617,70026.64376686746
"1Story",3,2,"Attchd",1803,"Corner",1957,2000,"Wd Sdng","Wd Sdng","BrkCmn","Sawyer",5,4,"Normal",155000,172973.88288594893,165220.54424251174
"2Story",4,1.5,"Attchd",1632,"Inside",1966,2000,"HdBoard","HdBoard","BrkFace","NWAmes",6,8,"Normal",173000,194229.7751262788,187273.54208884202
"1Story",1,2,"Attchd",1306,"Inside",2005,2005,"VinylSd","VinylSd","Stone","NridgHt",6,5,"Normal",196000,174360.10342601073,207150.57295734575
"2Story",4,2.5,"Attchd",2329,"Inside",1990,1990,"HdBoard","HdBoard","BrkFace","SawyerW",7,5,"Normal",262280,255070.7345345572,258348.1414909945
"1Story",4,2.5,"Attchd",2524,"Inside",1981,1981,"BrkFace","BrkFace","None","NWAmes",8,5,"Normal",278000,291269.5396985147,297997.91892210743
"1Story",4,2,"Attchd",1733,"CulDSac",1955,1955,"BrkFace","Wd Sdng","None","Edwards",3,5,"Normal",139600,87708.47850069802,114282.16594822262
"2Story",4,3.5,"BuiltIn",2868,"Inside",2005,2006,"CemntBd","CmentBd","Stone","StoneBr",9,5,"Partial",556581,348627.7608967036,356146.795368843
"1Story",3,1,"Detchd",990,"Inside",1994,1995,"VinylSd","VinylSd","None","CollgCr",5,5,"Normal",145000,126387.34298702204,129417.2468529942
"1Story",3,1,"Attchd",1771,"Inside",1960,2006,"HdBoard","HdBoard","BrkFace","Mitchel",5,4,"Normal",115000,179410.9141014766,172497.03689252608
"1Story",2,1,"Detchd",930,"Inside",1946,2006,"MetalSd","MetalSd","None","Edwards",4,7,"Abnorml",84900,99404.46593762751,79631.39046447235
"1Story",3,2,"Attchd",1302,"Inside",2007,2007,"VinylSd","VinylSd","None","Gilbert",7,5,"Partial",176485,204121.5146480272,205677.78882980067
"1Story",3,2,"Attchd",1316,"Corner",2007,2007,"VinylSd","VinylSd","None","CollgCr",7,5,"Partial",200141,204970.9570059757,208299.75849022227
"2Story",4,1.5,"Attchd",1977,"Corner",1964,1978,"VinylSd","VinylSd","BrkCmn","NAmes",6,6,"Normal",165000,203888.81694078434,199254.1702511611
"1Story",4,1,"Basment",1526,"Inside",1957,2002,"HdBoard","HdBoard","Stone","Edwards",5,6,"Normal",144500,162495.9192258302,155331.45987983
"2Story",3,2.5,"Attchd",1989,"Corner",2002,2002,"VinylSd","VinylSd","BrkFace","CollgCr",8,5,"Normal",255000,269569.91319467826,261175.71382227214
"1Story",3,2,"Attchd",1523,"Inside",1976,1976,"Plywood","Plywood","BrkFace","NWAmes",6,5,"Abnorml",180000,172665.74629049317,163102.6506688844
"1Story",2,2,"Attchd",1364,"Inside",2005,2005,"VinylSd","VinylSd","Stone","NridgHt",7,5,"Normal",185850,206858.45399888256,223403.77111336426
"2Story",3,2.5,"BuiltIn",1850,"FR2",1994,1994,"HdBoard","HdBoard","None","NoRidge",7,6,"Normal",248000,228057.4246134379,235993.91481463588
"2Story",3,2.5,"Attchd",2184,"Inside",2008,2008,"VinylSd","VinylSd","Stone","NridgHt",9,5,"Normal",335000,313455.2944019389,313215.0089427929
"1.5Fin",3,1.5,"Detchd",1991,"Corner",1932,1950,"MetalSd","MetalSd","BrkFace","Crawfor",6,7,"Normal",220000,190389.98401790028,202973.6454869334
"1Story",2,2,"Attchd",1338,"Inside",2001,2001,"CemntBd","CmentBd","None","StoneBr",8,5,"Normal",213500,232210.39681251586,240744.1311148333
"1Story",2,1,"Detchd",894,"Inside",1935,1950,"MetalSd","MetalSd","None","IDOTRR",3,4,"Normal",81000,39544.40279415247,43270.968518375186
"2Story",5,2,"Detchd",2337,"Inside",1900,1950,"Wd Sdng","Wd Sdng","None","OldTown",5,5,"Normal",90000,179752.12125192673,145243.3696345857
"1Story",2,1,"Detchd",1103,"Inside",1925,1980,"MetalSd","MetalSd","None","OldTown",6,6,"Normal",110500,154536.21249424558,134544.21652528062
"1Story",3,1.5,"Attchd",1154,"CulDSac",1966,1966,"Plywood","Plywood","BrkFace","NAmes",5,6,"Normal",154000,118825.24811679791,130863.3641147057
"2Story",3,2.5,"Attchd",2260,"Inside",1996,1997,"Wd Sdng","Wd Sdng","None","ClearCr",7,5,"Normal",328000,254471.26601916197,258347.11056354572
"2Story",3,2.5,"Attchd",1571,"Inside",1993,1994,"VinylSd","VinylSd","None","Gilbert",6,7,"Normal",178000,182150.01967580747,191529.18030353938
"2Story",4,1.5,"Attchd",1611,"Inside",1964,1964,"HdBoard","HdBoard","BrkFace","NAmes",6,6,"Normal",167900,174507.82908542847,168927.98608553433
